1,1711339971,1590346,llama-7b-submod-1-param-7.cdgp,invoke_count,start,ff9f667e-70de-471b-9290-acfd687a2e97
2,1711339971,1442503,llama-7b-submod-2-param-7.cdgp,invoke_count,start,ff9f667e-70de-471b-9290-acfd687a2e97
3,1711339971,1387032,llama-7b-submod-3-param-7.cdgp,invoke_count,start,ff9f667e-70de-471b-9290-acfd687a2e97
4,1711339971,1350406,llama-7b-submod-4-param-7.cdgp,invoke_count,start,ff9f667e-70de-471b-9290-acfd687a2e97
5,1711339971,1329415,llama-7b-submod-5-param-7.cdgp,invoke_count,start,ff9f667e-70de-471b-9290-acfd687a2e97
6,1711339971,1296547,llama-7b-submod-6-param-7.cdgp,invoke_count,start,ff9f667e-70de-471b-9290-acfd687a2e97
7,1711341802,2770754,llama-7b-submod-0-param-7.cdgp,invoke_count,end,ff9f667e-70de-471b-9290-acfd687a2e97
8,1711341802,1619982,llama-7b-submod-1-param-7.cdgp,invoke_count,end,ff9f667e-70de-471b-9290-acfd687a2e97
9,1711341802,1472139,llama-7b-submod-2-param-7.cdgp,invoke_count,end,ff9f667e-70de-471b-9290-acfd687a2e97
10,1711341802,1416668,llama-7b-submod-3-param-7.cdgp,invoke_count,end,ff9f667e-70de-471b-9290-acfd687a2e97
11,1711341802,1380042,llama-7b-submod-4-param-7.cdgp,invoke_count,end,ff9f667e-70de-471b-9290-acfd687a2e97
12,1711341802,1359051,llama-7b-submod-5-param-7.cdgp,invoke_count,end,ff9f667e-70de-471b-9290-acfd687a2e97
13,1711341802,1326183,llama-7b-submod-6-param-7.cdgp,invoke_count,end,ff9f667e-70de-471b-9290-acfd687a2e97
0,1711339971,1153513,resnet-152.cdgp,invoke_count,start,ff9f667e-70de-471b-9290-acfd687a2e97
1,1711341802,1183147,resnet-152.cdgp,invoke_count,end,ff9f667e-70de-471b-9290-acfd687a2e97
0,1711339971,1199006,resnet-50.cdgp,invoke_count,start,ff9f667e-70de-471b-9290-acfd687a2e97
1,1711341802,1228642,resnet-50.cdgp,invoke_count,end,ff9f667e-70de-471b-9290-acfd687a2e97
