0,1711385279,1,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
1,1711385284,6,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
2,1711385289,6,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
3,1711385294,6,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
4,1711385299,6,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
5,1711385304,6,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
6,1711385309,9,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
7,1711385314,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
8,1711385319,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
9,1711385324,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
10,1711385329,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
11,1711385334,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
12,1711385339,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
13,1711385344,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
14,1711385349,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
15,1711385354,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
16,1711385359,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
17,1711385364,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
18,1711385369,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
19,1711385374,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
20,1711385379,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
21,1711385384,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
22,1711385389,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
23,1711385394,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
24,1711385399,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
25,1711385404,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
26,1711385409,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
27,1711385414,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
28,1711385419,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
29,1711385424,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
30,1711385429,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
31,1711385434,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
32,1711385439,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
33,1711385444,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
34,1711385449,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
35,1711385454,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
36,1711385459,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
37,1711385464,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
38,1711385469,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
39,1711385474,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
40,1711385479,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
41,1711385484,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
42,1711385489,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
43,1711385494,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
44,1711385499,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
45,1711385504,15,active_gpu_num,443f8635-ce1f-4354-bf78-ddfea6474129,0.1_0.075_600
