1,1711383348,1930639,llama-7b-submod-1-param-7.cdgp,invoke_count,start,a09e21e8-52c6-4dcf-9234-1e039d432eb8
2,1711383348,1780519,llama-7b-submod-2-param-7.cdgp,invoke_count,start,a09e21e8-52c6-4dcf-9234-1e039d432eb8
3,1711383348,1720836,llama-7b-submod-3-param-7.cdgp,invoke_count,start,a09e21e8-52c6-4dcf-9234-1e039d432eb8
4,1711383348,1678712,llama-7b-submod-4-param-7.cdgp,invoke_count,start,a09e21e8-52c6-4dcf-9234-1e039d432eb8
5,1711383348,1653775,llama-7b-submod-5-param-7.cdgp,invoke_count,start,a09e21e8-52c6-4dcf-9234-1e039d432eb8
6,1711383348,1606008,llama-7b-submod-6-param-7.cdgp,invoke_count,start,a09e21e8-52c6-4dcf-9234-1e039d432eb8
7,1711385180,3111050,llama-7b-submod-0-param-7.cdgp,invoke_count,end,a09e21e8-52c6-4dcf-9234-1e039d432eb8
8,1711385180,1960275,llama-7b-submod-1-param-7.cdgp,invoke_count,end,a09e21e8-52c6-4dcf-9234-1e039d432eb8
9,1711385180,1809779,llama-7b-submod-2-param-7.cdgp,invoke_count,end,a09e21e8-52c6-4dcf-9234-1e039d432eb8
10,1711385180,1750064,llama-7b-submod-3-param-7.cdgp,invoke_count,end,a09e21e8-52c6-4dcf-9234-1e039d432eb8
11,1711385180,1705945,llama-7b-submod-4-param-7.cdgp,invoke_count,end,a09e21e8-52c6-4dcf-9234-1e039d432eb8
12,1711385180,1680515,llama-7b-submod-5-param-7.cdgp,invoke_count,end,a09e21e8-52c6-4dcf-9234-1e039d432eb8
13,1711385180,1629757,llama-7b-submod-6-param-7.cdgp,invoke_count,end,a09e21e8-52c6-4dcf-9234-1e039d432eb8
0,1711383348,1877744,resnet-152.cdgp,invoke_count,start,a09e21e8-52c6-4dcf-9234-1e039d432eb8
1,1711385180,1907380,resnet-152.cdgp,invoke_count,end,a09e21e8-52c6-4dcf-9234-1e039d432eb8
0,1711383348,1923469,resnet-50.cdgp,invoke_count,start,a09e21e8-52c6-4dcf-9234-1e039d432eb8
1,1711385180,1953105,resnet-50.cdgp,invoke_count,end,a09e21e8-52c6-4dcf-9234-1e039d432eb8
