0,1711372984,3,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
1,1711372989,3,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
2,1711372994,3,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
3,1711372999,3,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
4,1711373004,3,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
5,1711373009,6,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
6,1711373014,14,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
7,1711373019,14,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
8,1711373024,14,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
9,1711373029,14,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
10,1711373034,14,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
11,1711373039,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
12,1711373044,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
13,1711373049,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
14,1711373054,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
15,1711373059,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
16,1711373064,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
17,1711373069,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
18,1711373074,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
19,1711373079,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
20,1711373084,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
21,1711373089,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
22,1711373094,15,active_gpu_num,e4f92edf-9030-4a1b-9762-3eba2733ab69
