0,1711386499.184,5560994,bert-21b-submod-0-param-8.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
1,1711386499.184,3841824,bert-21b-submod-1-param-8.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
2,1711386499.184,3489538,bert-21b-submod-2-param-8.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
3,1711386499.184,3232198,bert-21b-submod-3-param-8.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
4,1711386499.184,3058780,bert-21b-submod-4-param-8.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
5,1711386499.184,2981241,bert-21b-submod-5-param-8.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
6,1711386499.184,2787779,bert-21b-submod-6-param-8.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
7,1711386499.184,2561682,bert-21b-submod-7-param-8.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
8,1711387131.697,5568994,bert-21b-submod-0-param-8.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
9,1711387131.697,3849824,bert-21b-submod-1-param-8.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
10,1711387131.697,3497541,bert-21b-submod-2-param-8.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
11,1711387131.697,3240204,bert-21b-submod-3-param-8.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
12,1711387131.697,3066802,bert-21b-submod-4-param-8.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
13,1711387131.697,2989269,bert-21b-submod-5-param-8.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
14,1711387131.697,2795806,bert-21b-submod-6-param-8.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
15,1711387131.697,2568154,bert-21b-submod-7-param-8.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
0,1711386499.294,3127051,llama-7b-submod-0-param-7.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
1,1711386499.294,1976276,llama-7b-submod-1-param-7.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
2,1711386499.294,1825780,llama-7b-submod-2-param-7.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
3,1711386499.294,1766065,llama-7b-submod-3-param-7.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
4,1711386499.294,1721946,llama-7b-submod-4-param-7.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
5,1711386499.294,1696516,llama-7b-submod-5-param-7.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
6,1711386499.294,1645758,llama-7b-submod-6-param-7.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
7,1711387124.439,3135051,llama-7b-submod-0-param-7.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
8,1711387124.439,1984276,llama-7b-submod-1-param-7.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
9,1711387124.439,1833780,llama-7b-submod-2-param-7.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
10,1711387124.439,1774065,llama-7b-submod-3-param-7.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
11,1711387124.439,1729946,llama-7b-submod-4-param-7.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
12,1711387124.439,1704516,llama-7b-submod-5-param-7.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
13,1711387124.439,1653759,llama-7b-submod-6-param-7.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.075_600
0,1711387134.966,2226748,bert-qa.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,4_0.025_600
1,1711387761.084,2250748,bert-qa.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,4_0.025_600
0,1711387134.966,1979381,resnet-152.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,4_0.025_600
1,1711387737.495,2003381,resnet-152.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,4_0.025_600
0,1711387135.003,2025106,resnet-50.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,4_0.025_600
1,1711387769.593,2049106,resnet-50.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,4_0.025_600
0,1711387769.63,2250748,bert-qa.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,8_0.025_600
1,1711388348.192,2274748,bert-qa.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,8_0.025_600
0,1711387769.617,2003381,resnet-152.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,8_0.025_600
1,1711388399.456,2027381,resnet-152.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,8_0.025_600
0,1711387771.976,2049106,resnet-50.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,8_0.025_600
1,1711388357.736,2073106,resnet-50.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,8_0.025_600
0,1711386499.199,2202748,bert-qa.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.025_600
1,1711387128.791,2226748,bert-qa.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.025_600
0,1711386499.219,1955381,resnet-152.cdgp,invoke_count,start,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.025_600
1,1711387115.557,1979381,resnet-152.cdgp,invoke_count,end,443f8635-ce1f-4354-bf78-ddfea6474129,2_0.025_600
